ID	SMILES
CHEMBL514261	Fc1c(C(=O)O)c(Nc2nc(Nc3c(OC)cc(N4CCN(C(C)C)CC4)cc3)nc3[nH]ccc23)ccc1
CHEMBL517123	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N(C)C)C2)c3)c1
CHEMBL512076	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)NCC)C2)c3)c1
CHEMBL1909408	O=C(O[C@@H]1C[C@@H](C#Cc2sc3c(Nc4cc5c(n(Cc6ccccc6)nc5)cc4)ncnc3c2)NC1)N1CCOCC1
CHEMBL473629	O=C(N)c1c(OCCc2ccccc2)cc(-n2c3c(nc2)cc(OC)c(OC)c3)s1
CHEMBL456252	O=C(CN(C)C)N1c2c(cc(OC)c(Nc3nc(Nc4c(C(=O)N)scc4)c4c([nH]cc4)n3)c2)CCC1
CHEMBL463931	O=C(CN(C)C)N1c2c(C(C)(C)CC1)cc(OC)c(Nc1nc(Nc3c(C(=O)N)scc3)c3c([nH]cc3)n1)c2
CHEMBL458415	O=C(CN(C)C)N1c2c(cc(OC)c(Nc3nc(N4c5c(cccc5)CC4)c4c([nH]cc4)n3)c2)CC1
CHEMBL511765	Fc1c(C(=O)N)c(Nc2nc(Nc3c(OC)cc(C)c(NC(=O)CN(C)C)c3)nc3[nH]ccc23)ccc1
CHEMBL467581	Fc1c(C(=O)N)c(Nc2nc(Nc3c(OC)cc(C)c(N(C(=O)CN(C)C)C)c3)nc3[nH]ccc23)ccc1
CHEMBL1895450	O=C(CN(C)C)N1c2c(cc(OC)c(Nc3nc(Nc4c(C(=O)NC)nccc4)c4c([nH]cc4)n3)c2)CCC1
CHEMBL521806	Clc1c([C@@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)cc(OC)c(OC)c4)c2)C)cccc1
CHEMBL222419	Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)cc(OC)c(OC)c4)c2)C)cccc1
CHEMBL466412	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2NC[C@@H](OC(=O)N(C)C)C2)c3)c1
CHEMBL1909409	O=C(O[C@@H]1C[C@@H](C#Cc2sc3c(Nc4ccc(Cc5ccccc5)cc4)ncnc3c2)NC1)N1CCOCC1
CHEMBL220465	O=C(Nc1cc(Oc2ncc3nc(n(CC)c3c2)-c2c(N)non2)ccc1)c1ccc(N(C)C)cc1
CHEMBL1909410	Fc1c(Cn2c3c(cc(Nc4ncnc5c4sc(C#C[C@H]4NC[C@H](OC(=O)N6CCOCC6)C4)c5)cc3)cc2)cc(F)cc1
CHEMBL1909363	O=C(Nc1cc(Oc2ncc3nc(n(CC)c3c2)-c2c(N)non2)ccc1)c1ccc(OCCN2CCOCC2)cc1
CHEMBL441702	O=C(Nc1cc2c([nH]nc2)cc1)C1=C(C)NC(=O)CC1c1cc2c(cc1)cccc2
CHEMBL374453	Clc1c(Cl)ccc(C2C(C(=O)Nc3cc4c([nH]nc4)cc3)=C(C)NC(=O)C2)c1
CHEMBL475599	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4cc(CNCCS(=O)(=O)C)sc4)cc23)c1
CHEMBL480382	O=C(N)c1c(OCc2sccc2)cc(-n2c3c(nc2)cc(OC)c(OC)c3)s1
CHEMBL493326	Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OC)c4)c2)C)cccc1
CHEMBL522709	FC(F)(F)c1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OC)c4)c2)C)cccc1
CHEMBL485598	FC(F)(F)c1ncc(C2=NC(c3ccc(F)cc3)C(C(=O)Nc3cc4c([nH]nc4)cc3)=C(C)N2)cc1
CHEMBL373751	S(=O)(=O)(C)c1c(COc2c(C#N)sc(-n3c4c(nc3)cc(OC)c(OC)c4)c2)cccc1
CHEMBL1794068	FC(F)(F)c1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OCC3CCN(C)CC3)c4)c2)C)cccc1
CHEMBL218720	FC(F)(F)c1ccc(C2C(C(=O)Nc3cc4c(C)n[nH]c4cc3)=C(C)NC(=O)C2)cc1
CHEMBL427058	Clc1c2[nH]ncc2cc(NC(=O)C2=C(C)NC(=O)CC2c2ccc(C(F)(F)F)cc2)c1
CHEMBL1794065	O(CC1CCNCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1
CHEMBL1794064	O(CCCN)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CCN)nc1
CHEMBL1794069	Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OCC3CCN(C)CC3)c4)c2)C)cccc1
CHEMBL1794070	Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OC3CCN(C)CC3)c4)c2)C)cccc1
CHEMBL230597	S(=O)(=O)(Nc1ccc(-c2c(N)c(C(=O)N)cc(-c3ccccc3)c2)cc1)C
CHEMBL231013	O=C(N)c1c(OC)ccc(-c2ccncc2)c1
CHEMBL1909375	O(C[C@H]1NCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1
CHEMBL1794066	O(c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1)C1CCNCC1
CHEMBL231623	Fc1ccc(-c2cc(C(=O)N)c(N)c(-c3ccncc3)c2)cc1
CHEMBL230911	O=C(N)c1c(N)c(-c2ccccc2)cc(-c2ccncc2)c1
CHEMBL230592	S(=O)(=O)(N1CCCC1)c1ccc(-c2c(N)c(C(=O)NC)cc(-c3ccc(F)cc3)c2)cc1
CHEMBL268885	Clc1ccc(-c2cc(C(=O)N)c(OC)c(-c3ccc(S(=O)(=O)N)cc3)c2)cc1
CHEMBL505187	O=C(Nc1cc(-c2c(-c3c4c([nH]cc4)ncc3)cn(CC)n2)ccc1)Nc1ccc(OCc2ccccc2)cc1
CHEMBL1096626	O(C[C@@H](N)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1
CHEMBL1096634	O(C[C@H](N)c1ccccc1)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1
CHEMBL1909350	O(CCNC)c1nc(C#CC(O)(C)C)c2nc(n(CC)c2c1)-c1c(N)non1
CHEMBL483748	S(=O)(=O)(N)c1ccc(-c2c(OCc3ccccc3)cc3c(c2)ccnc3)cc1
CHEMBL514938	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4occc4)cc23)c1
CHEMBL1794067	Clc1c([C@H](Oc2c(C(=O)N)sc(-n3c4c(nc3)ccc(OC[C@@H](O)CO)c4)c2)C)cccc1
CHEMBL483747	S(=O)(=O)(N)c1cc(-c2c(OCc3ccccc3)cc3c(c2)ccnc3)ccc1
CHEMBL513897	O=C(N)c1c(Nc2nc(Nc3c(C)cc(C4=CCCN(CCC)C4)cc3)nc3[nH]ccc23)cccc1
CHEMBL1794059	S(=O)(=O)(N)c1cc(N/C=C\2/C(=O)Nc3c/2cccc3)ccc1
CHEMBL271843	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(C)cc3)cc1
CHEMBL269827	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(-c2ocnc2)cc3)cc1
CHEMBL1794058	S(=O)(=O)(Nc1ccc(N/C=C\2/C(=O)Nc3c/2cccc3)cc1)C
CHEMBL1909397	Clc1cc(C)c2NC(=O)C(=NNc3ccc(S(=O)(=O)N)cc3)c2c1
CHEMBL270054	Clc1cc2C(=NNc3ccc(S(=O)(=O)N)cc3)C(=O)Nc2cc1
CHEMBL1909380	O(C)c1c(OC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1
CHEMBL1909398	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c(C)cccc23)cc1
CHEMBL30432	N(C)(C)c1ncc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1
CHEMBL215993	O(Cc1ccccc1)c1ccc(Nc2ncnc3c2cc(-c2occc2)cc3)cc1
CHEMBL1794057	O=C1/C(=C/Nc2cc3NC(=O)Nc3cc2)/c2c(N1)cccc2
CHEMBL272026	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(C(=O)NCCCn2cncc2)cc3)cc1
CHEMBL1956068	O(C)c1cc2c3c([nH]c2cc1)c1[nH]c2c(c1c1C(=O)NC(=O)c31)cc(OC)cc2
CHEMBL271595	S(=O)(=O)(N)c1ccc(N/C=C\2/C(=O)Nc3c/2c2scnc2cc3)cc1
CHEMBL271594	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2ccc(C(C)C)c3)cc1
CHEMBL272165	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(C(=O)NCc2ccncc2)cc3)cc1
CHEMBL272028	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(C(=O)NCCc2nc[nH]c2)cc3)cc1
CHEMBL410072	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2cc(C(=O)NCC(CO)(C)C)cc3)cc1
CHEMBL1794056	O=C1/C(=C/Nc2ccc(-n3ncnc3)cc2)/c2c(N1)cccc2
CHEMBL531804	N(C)(C)c1ncc2ncnc(Nc3cc4[nH]c(Cc5ccccc5)nc4cc3)c2c1
CHEMBL1880739	Ic1cc2/C(=C\c3cc(Br)c(O)c(Br)c3)/C(=O)Nc2cc1
CHEMBL409892	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2c2c(nccc2)cc3)cc1
CHEMBL405042	S(=O)(=O)(N)c1ccc(N/C(/C)=C/2\C(=O)Nc3c\2cccc3)cc1
CHEMBL1909399	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2c(CCc2ccncc2)ccc3)cc1
CHEMBL270544	S(=O)(=O)(N)c1ccc(NN=C2C(=O)Nc3c2c(/C=C(\C)/C)ccc3)cc1
CHEMBL1794052	Brc1c(O)c(Br)cc(/C=C\2/C(=O)Nc3c/2cc(C(=O)OC)cc3)c1
CHEMBL1789963	Clc1c(O)c(Cl)cc(/C=C\2/C(=O)Nc3c/2cc(C(=O)c2occc2)cc3)c1
CHEMBL220243	O=C(OC)c1cc(/C=C/c2c(C)cc(O)cc2C)cnc1
CHEMBL1794053	Brc1c(O)c(Br)cc(/C=C\2/C(=O)Nc3c/2cc(-c2nc(N)sc2)cc3)c1
CHEMBL1909357	O(C)c1c(OC)cc2ncnc(Nc3cc(O)c(C)cc3)c2c1
CHEMBL272414	S(=O)(=O)(N)c1ccc(N/C=C\2/C(=O)Nc3c/2cc(N(C)C)cc3)cc1
CHEMBL269883	S(=O)(=O)(N)c1ccc(N/C=C\2/C(=O)Nc3c/2cc(C(=O)OCC(C)C)cc3)cc1
CHEMBL220244	O=C(N(C)C)c1cc(/C=C/c2c(C)cc(O)cc2C)cnc1
CHEMBL1794050	Brc1c(O)c(Br)cc(/C=C\2/C(=O)Nc3c/2cc(-c2cnccc2)cc3)c1
CHEMBL218932	O=C(Oc1cc(C)c(/C=C/c2cc(C(=O)NC)cnc2)c(C)c1)NC
CHEMBL485745	Fc1ccc(-c2c(-c3ccncc3)c3n(n2)C=CC=C3)cc1
CHEMBL218088	O=C(N)c1cc(/C=C/c2c(C)cc(O)cc2C)cnc1
CHEMBL374060	O(C(C)(C)C)C(=O)c1cc(/C=C/c2c(C)cc(O)cc2C)cnc1
CHEMBL581096	Oc1cc(Nc2c3c(ncc2)cc(-c2ncccc2)cc3)c(C)cc1
CHEMBL1516890	O=C1/C(=C/c2c3c(n(C)c2)cccc3)/c2ncccc2N1
CHEMBL1909352	Oc1cc(C)c(/C=C/c2cc(-c3nn[n-]n3)cnc2)c(C)c1
CHEMBL176857	Brc1c(O)c(-c2c(OC)cccc2)cc(/C=C\2/C(=O)Nc3ncc(Br)cc/23)c1
CHEMBL218859	O=C(NC)c1cc(/C=C/c2c(C)cccc2C)cnc1
CHEMBL263796	Clc1c(/C=C/c2cc(C(=O)NC)cnc2)c(Cl)ccc1
CHEMBL218969	O=C(NC)c1cc(/C=C/c2c(C)cccc2)cnc1
CHEMBL218970	Clc1c(/C=C/c2cc(C(=O)NC)cnc2)cccc1
CHEMBL385426	O=C(NC)c1cc(/C=C/c2c(CC)cccc2CC)cnc1
CHEMBL1909353	C(=C/c1cc(-c2nn[n-]n2)cnc1)\c1c(C)cc(-c2occc2)cc1C
CHEMBL1909385	S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cc2)cc1)C
CHEMBL1909354	C(=C/c1cc(-c2nn[n-]n2)cnc1)\c1c(C)cc(-c2ncccc2)cc1C
CHEMBL1909355	Clc1c(F)ccc(Nc2ncnc3c2cc(-c2nc(CNCCS(=O)(=O)C)sc2)cc3)c1
CHEMBL1789961	O(C)c1c(O)ccc(C=NNc2ncnc3n(-c4ccccc4)ncc23)c1
CHEMBL365286	Nc1c(-c2n(CC)c3c(n2)cccc3)non1
CHEMBL318728	N(c1oc(-c2ccccc2)cn1)c1ccccc1
CHEMBL237347	S(=O)(=O)(C)c1cc2c(Nc3c(C)ccc(O)c3)ccnc2cc1
CHEMBL1885746	Fc1ccc(-c2c(-c3nc(NC4CC4)ncc3)c3n(n2)C=C(C#N)C=C3)cc1
CHEMBL1909386	S(=O)(=O)(CCNCc1cc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cc2)oc1)C
CHEMBL1909387	S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4ccc(OCc5cc(C(F)(F)F)ccc5)cc4)ncnc3cc2)cc1)C
CHEMBL1909402	FC(F)(F)C1=Cn2nc(c(-c3nc(N)ncc3)c2C=C1)-c1ccc(F)cc1
CHEMBL1909388	S(=O)(=O)(CCNCc1c(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cc2)occ1)C
CHEMBL1909403	FC(F)(F)C1=Cn2nc(c(-c3nc(NCCCO)ncc3)c2C=C1)-c1ccc(F)cc1
CHEMBL1909356	S(=O)(=O)(CCNCc1scc(-c2cc3c(Nc4ccc(OCc5cc(C(F)(F)F)ccc5)cc4)ncnc3cc2)n1)C
CHEMBL194062	S(=O)(=O)(N)c1ccc(Nc2oc(-c3ccccc3)cn2)cc1
CHEMBL275473	S(=O)(=O)(N(CC)CC)c1cc(Nc2oc(-c3ccccc3)cn2)c(OC)cc1
CHEMBL234838	Fc1c(C(=O)Nc2c(C#N)c3c(s2)CCCC3)cccc1
CHEMBL1909389	S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5ccccc5)cc4)ncnc3cc2)cc1)C
CHEMBL529066	Clc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1
CHEMBL1794060	O(C)c1c(OC)ccc(Nc2oc(-c3ccccc3)cn2)c1
CHEMBL1909381	O=C(N)c1cc(Nc2nc(Nc3cc(O)c(C)cc3)ccn2)ccc1
CHEMBL215814	S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5cc(F)ccc5)cc4)ncnc3cc2)cc1)C
CHEMBL1909390	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CC[SH0](=O)CC4)cc2)cc3)c1
CHEMBL1909391	Fc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CC[SH0](=O)CC4)cc2)cc3)c1
CHEMBL1794062	O(C)c1c(Nc2oc(-c3ccccc3)cn2)cccc1
CHEMBL66004	O(C)c1c(O)ccc(C=NNc2ncnc3[nH]ncc23)c1
CHEMBL1909392	Brc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)C)cc2)cc3)c1
CHEMBL179311	S(=O)(=O)(CC)c1cc(Nc2oc(-c3cc(OC)ccc3)cn2)c(OC)cc1
CHEMBL1909404	Fc1ccc(-c2c(-c3nc(NCCCO)ncc3)c3n(n2)C=C(C(=O)N)C=C3)cc1
CHEMBL1909393	Clc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CC[SH0](=O)CC4)cc2)cc3)c1
CHEMBL1794055	S(=O)(=O)(N)c1ccc(N/C=C\2/C(=O)Nc3c/2c2scnc2cc3)cc1
CHEMBL1909364	Clc1cc(NC(=O)Nc2ccc(Oc3cc4[nH]c(NC(=O)OC)nc4cc3)cc2)ccc1
CHEMBL1909365	S(c1cc2[nH]c(NC(=O)OC)nc2cc1)c1ccc(NC(=O)Nc2c(F)ccc(C(F)(F)F)c2)cc1
CHEMBL270164	O=C(Nc1cc(C#N)ccc1)c1ccc(-c2c(C)ccc(-c3oc(C)nn3)c2)cc1
CHEMBL479079	O(C)c1c(OC)cc(Nc2nc(Nc3cc4[nH]nc(C)c4cc3)ccn2)cc1OC
CHEMBL212250	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(COCCS(=O)(=O)c4ccccc4)cc2)cc3)c1
CHEMBL384407	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN(CC#N)CCS(=O)(=O)C)cc2)cc3)c1
CHEMBL1909405	FC(F)(F)C1=Cn2nc(c(-c3nc(NCCCN(C)C)ncc3)c2C=C1)-c1ccc(F)cc1
CHEMBL233001	O=C(Nc1c(C#N)c2c(s1)CCCC2)c1c2c(ccc1)cccc2
CHEMBL191705	S(=O)(=O)(CC)c1cc(Nc2oc(-c3cc(C(=O)C)ccc3)cn2)c(OC)cc1
CHEMBL1909394	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN(CCS(=O)(=O)C)CCC)cc2)cc3)c1
CHEMBL179465	S(=O)(=O)(CC)c1cc(Nc2oc(-c3cc(F)ccc3)cn2)c(OC)cc1
CHEMBL179453	Clc1c(-c2oc(Nc3c(OC)ccc(S(=O)(=O)CC)c3)nc2)cccc1
CHEMBL443563	O(C)c1c(OC)cc(Nc2oc(-c3ccccc3)cn2)cc1OC
CHEMBL1794061	N#Cc1cc(Nc2oc(-c3ccccc3)cn2)ccc1
CHEMBL176553	O(C)c1cc(OC)cc(Nc2oc(-c3ccccc3)cn2)c1
CHEMBL192417	N(c1oc(-c2ccccc2)cn1)c1cc(C)ccc1
CHEMBL261849	O(Cc1ccc(OC)cc1)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1
CHEMBL1909395	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CNCCS(=O)(=O)c4ccccc4)cc2)cc3)c1
CHEMBL1909341	O(c1ccc(Nc2oc(-c3ccccc3)cn2)cc1)c1ccccc1
CHEMBL196022	O(C)c1ccc(-c2c3c(N)ncnc3oc2)cc1
CHEMBL373073	O(C)c1ccc(-c2oc3ncnc(N)c3c2)cc1
CHEMBL1789962	O(C)c1c(O)ccc(C=NNc2ncnc3n(Cc4ccccc4)ncc23)c1
CHEMBL63728	O(C)c1c(O)ccc(C=NNc2ncnc3n(C(C)C)ncc23)c1
CHEMBL379093	Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccccc3)cncn2)c1
CHEMBL1909358	S(=O)(=O)(CC)c1cc(Nc2nc(N(C)c3cc4[nH]nc(C)c4cc3)ccn2)c(OC)cc1
CHEMBL1909366	FC(F)(F)c1cc(NC(=O)Nc2cc(Oc3cc4nc(NC(=O)OC)[nH]c4cc3)ccc2)c(F)cc1
CHEMBL205966	Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ccc(N)cc3)cncn2)c1
CHEMBL243907	O=C(OC)Nc1[nH]c2c(n1)ccc(Oc1ccc(NC(=O)Nc3cc(CC)ccc3)cc1)c2
CHEMBL372474	S(=O)(=O)(CC)c1cc(Nc2oc(-c3cc(-c4c(F)cccc4)ccc3)cn2)c(OC)cc1
CHEMBL202891	O(C)c1ccc(-c2nccc(-c3c(-c4ncccc4)n[nH]c3)c2)cc1
CHEMBL517907	S(=O)(=O)(CCNCCCCOc1cc2c(Nc3cc(C#C)ccc3)ncnc2cc1)C
CHEMBL1909367	S(=O)(=O)(c1cc2[nH]c(NC(=O)OC)nc2cc1)c1ccc(NC(=O)Nc2c(F)ccc(C(F)(F)F)c2)cc1
CHEMBL381948	Fc1ccc(-c2nccc(-c3c(-c4ncccc4)n[nH]c3)c2)cc1
CHEMBL206544	C(C)(C)c1ccc(-c2nccc(-c3c(-c4ncccc4)n[nH]c3)c2)cc1
CHEMBL446024	FC(F)(F)CNc1nc(-c2c3n(nc2)N=CC=C3)ccn1
CHEMBL524901	N(CCCN1CCOCC1)c1nc(-c2c3n(nc2)N=CC=C3)ccn1
CHEMBL1909368	FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc4nc(NC(=O)c5occc5)[nH]c4cc3)cc2)c(F)cc1
CHEMBL524057	N(c1nc(-c2c(CC)nn3N=CC=Cc23)ccn1)C1CC1
CHEMBL506414	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4sccc4)cc23)c1
CHEMBL181361	Nc1sc(c(-c2ncccc2)n1)-c1nc2c(nccc2)cc1
CHEMBL1909415	Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2[nH]ccc2)c3)c1
CHEMBL1909369	FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc4sc(NC(=O)OC)nc4cc3)cc2)c(F)cc1
CHEMBL1909370	Brc1cc(NC(=O)Nc2ccc(Oc3cc4nc(NC(=O)OC)[nH]c4cc3)cc2)ccc1
CHEMBL1909371	O=C(OC)Nc1[nH]c2c(n1)cc(Oc1ccc(NC(=O)Nc3ccccc3)cc1)cc2
CHEMBL205158	O(CCN1CCOCC1)c1ccc(-c2nccc(-c3c(-c4ncccc4)n[nH]c3)c2)cc1
CHEMBL1909372	FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc4[nH]c(NCCCN5CCN(C)CC5)nc4cc3)cc2)c(F)cc1
CHEMBL269985	O=C(NCc1ccc(OC)cc1)c1ccc(-c2c(C)ccc(-c3oc(C)nn3)c2)cc1
CHEMBL1909373	O=C(OC)Nc1[nH]c2c(n1)cc(Oc1ccc(NC(=O)Nc3cc(C(=O)O)ccc3)cc1)cc2
CHEMBL205798	Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3cc(NC(=O)C)ccc3)cncn2)c1
CHEMBL495771	N(c1nc(-c2c3n(nc2)N=C(N2CCOCC2)C=C3)ccn1)C1CC1
CHEMBL402108	Clc1ccc(CNC(=O)c2ccc(-c3c(C)ccc(-c4oc(C)nn4)c3)cc2)cc1
CHEMBL1909374	FC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc4nc(NC(=O)c5ccccc5)[nH]c4cc3)cc2)c(F)cc1
CHEMBL208437	O(CCn1cncc1)c1ccc(-c2nccc(-c3c(-c4ncccc4)n[nH]c3)c2)cc1
CHEMBL257113	O=C(NCC1CC1)c1ccc(-c2cc(-c3oc(C)nn3)ccc2)cc1
CHEMBL477583	O=C(NCC1CC1)c1ccc(-c2c(C)ccc(NC(=O)c3cocc3)c2)cc1
CHEMBL1909382	Fc1cc(Nc2nc(Nc3cc(C(=O)N)ccc3)ncc2)ccc1
CHEMBL1909396	FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c(-c4ccc(OC)cc4)oc4ncnc(N)c34)cc2)c(F)cc1
CHEMBL477182	O=C(NCC1CC1)c1ccc(-c2c(C)ccc(NC(=O)c3cc(N4CCCC4)ncc3)c2)cc1
CHEMBL1794073	S(=O)(=O)(N)c1cc(Nc2nc(N(C)c3cc4n(C)nc(C)c4cc3)ccn2)ccc1
CHEMBL588025	FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(N)ncnc4oc3)cc2)c(F)cc1
CHEMBL247228	FC(F)(F)c1cc(NC(=O)Nc2ccc(-c3c4c(N)ncnc4oc3)cc2)c(F)cc1
CHEMBL1909359	S(=O)(=O)(N)c1cc(Nc2nc(N(C)c3cc4nn(C)c(C)c4cc3)ccn2)ccc1
CHEMBL207410	Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3cc(C(=O)NC)ccc3)cncn2)c1
CHEMBL476351	O=C(NCC1CC1)c1ccc(-c2c(C)ccc(NC(=O)c3cc(N4CCOCC4)ncc3)c2)cc1
CHEMBL495696	N#Cc1cc(Nc2nc(-c3c4n(nc3)N=CC=C4)ccn2)ccc1
CHEMBL468963	FC(F)(F)c1c(N2CCN(C)CC2)ccc(Nc2nc(-c3c4n(nc3)N=CC=C4)ccn2)c1
CHEMBL1882194	N(CC)(CC)Cc1ccc(Nc2nc(-c3c4n(nc3)N=CC=C4)ccn2)cc1
CHEMBL365663	Clc1cc(-c2c(-c3nc4c(nccc4)cc3)sc(N)n2)ccc1
